/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_0_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_0_0.png [[0, 0], [640, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_21.png [[7965, 7896], [8605, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_22.png [[7965, 8272], [8605, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_23.png [[7965, 8648], [8605, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_24.png [[7965, 8913], [8605, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_0.png [[8496, 0], [9136, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_1.png [[8496, 376], [9136, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_2.png [[8496, 752], [9136, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_3.png [[8496, 1128], [9136, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_4.png [[8496, 1504], [9136, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_5.png [[8496, 1880], [9136, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_6.png [[8496, 2256], [9136, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_7.png [[8496, 2632], [9136, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_8.png [[8496, 3008], [9136, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_9.png [[8496, 3384], [9136, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_10.png [[8496, 3760], [9136, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_11.png [[8496, 4136], [9136, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_12.png [[8496, 4512], [9136, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_13.png [[8496, 4888], [9136, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_14.png [[8496, 5264], [9136, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_15.png [[8496, 5640], [9136, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_16.png [[8496, 6016], [9136, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_17.png [[8496, 6392], [9136, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_18.png [[8496, 6768], [9136, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_19.png [[8496, 7144], [9136, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_20.png [[8496, 7520], [9136, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_21.png [[8496, 7896], [9136, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_22.png [[8496, 8272], [9136, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_23.png [[8496, 8648], [9136, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_16_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_16_24.png [[8496, 8913], [9136, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_0.png [[9027, 0], [9667, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_1.png [[9027, 376], [9667, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_2.png [[9027, 752], [9667, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_3.png [[9027, 1128], [9667, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_4.png [[9027, 1504], [9667, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_5.png [[9027, 1880], [9667, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_6.png [[9027, 2256], [9667, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_7.png [[9027, 2632], [9667, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_8.png [[9027, 3008], [9667, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_9.png [[9027, 3384], [9667, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_10.png [[9027, 3760], [9667, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_11.png [[9027, 4136], [9667, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_12.png [[9027, 4512], [9667, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_13.png [[9027, 4888], [9667, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_14.png [[9027, 5264], [9667, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_15.png [[9027, 5640], [9667, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_16.png [[9027, 6016], [9667, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_17.png [[9027, 6392], [9667, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_18.png [[9027, 6768], [9667, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_19.png [[9027, 7144], [9667, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_20.png [[9027, 7520], [9667, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_21.png [[9027, 7896], [9667, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_22.png [[9027, 8272], [9667, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_23.png [[9027, 8648], [9667, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_17_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_17_24.png [[9027, 8913], [9667, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_0.png [[9558, 0], [10198, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_1.png [[9558, 376], [10198, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_2.png [[9558, 752], [10198, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_3.png [[9558, 1128], [10198, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_4.png [[9558, 1504], [10198, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_5.png [[9558, 1880], [10198, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_6.png [[9558, 2256], [10198, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_7.png [[9558, 2632], [10198, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_8.png [[9558, 3008], [10198, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_9.png [[9558, 3384], [10198, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_10.png [[9558, 3760], [10198, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_11.png [[9558, 4136], [10198, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_12.png [[9558, 4512], [10198, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_13.png [[9558, 4888], [10198, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_14.png [[9558, 5264], [10198, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_15.png [[9558, 5640], [10198, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_16.png [[9558, 6016], [10198, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_17.png [[9558, 6392], [10198, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_18.png [[9558, 6768], [10198, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_19.png [[9558, 7144], [10198, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_20.png [[9558, 7520], [10198, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_21.png [[9558, 7896], [10198, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_22.png [[9558, 8272], [10198, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_23.png [[9558, 8648], [10198, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_18_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_18_24.png [[9558, 8913], [10198, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_0.png [[10089, 0], [10729, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_1.png [[10089, 376], [10729, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_2.png [[10089, 752], [10729, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_3.png [[10089, 1128], [10729, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_4.png [[10089, 1504], [10729, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_5.png [[10089, 1880], [10729, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_6.png [[10089, 2256], [10729, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_7.png [[10089, 2632], [10729, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_8.png [[10089, 3008], [10729, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_9.png [[10089, 3384], [10729, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_10.png [[10089, 3760], [10729, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_11.png [[10089, 4136], [10729, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_12.png [[10089, 4512], [10729, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_13.png [[10089, 4888], [10729, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_14.png [[10089, 5264], [10729, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_15.png [[10089, 5640], [10729, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_16.png [[10089, 6016], [10729, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_17.png [[10089, 6392], [10729, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_18.png [[10089, 6768], [10729, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_19_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_19_19.png [[10089, 7144], [10729, 7624]]
